orignal code,DSP,LUT,CP,FF,SLICE
cdfg_79/cdfg_177,4,0.88,7.34,1.06,1.745
cdfg_79/cdfg_179,9,2.625,8.968,2.769,5.01
cdfg_79/cdfg_180,23,7.233,9.131,9.062,12.22
cdfg_79/cdfg_181,14,1.388,8.31,1.789,2.91
cdfg_79/cdfg_182,2,0.545,6.384,0.844,1.065
cdfg_79/cdfg_183,5,0.491,7.105,1.026,1.38
cdfg_79/cdfg_185,16,0.217,8.475,0.096,0.335
cdfg_79/cdfg_186,0,0.111,5.131,0.127,0.205
cdfg_79/cdfg_187,17,6.011,9.909,9.006,11.425
cdfg_79/cdfg_188,4,0.638,6.862,1.159,1.7
cdfg_79/cdfg_189,11,0.536,7.012,0.582,1.085
cdfg_79/cdfg_190,6,0.468,6.83,1.007,1.455
cdfg_79/cdfg_191,2,0.024,2.154,0.004,0.045
cdfg_79/cdfg_192,23,3.202,9.247,3.343,6.18
cdfg_79/cdfg_193,9,0.812,8.5,0.843,1.455
cdfg_79/cdfg_194,12,15.764,9.21,19.26,25.8
cdfg_79/cdfg_195,17,6.761,9.357,6.769,12.345
cdfg_79/cdfg_196,0,0.062,0.0,0.0,0.08
cdfg_79/cdfg_197,10,1.976,7.896,1.951,3.605
cdfg_79/cdfg_198,1,4.596,8.267,4.738,8.58
cdfg_79/cdfg_199,24,6.904,8.408,10.148,12.8
cdfg_80/cdfg_0,0,0.002,1.633,0.002,0.005
cdfg_80/cdfg_1,0,0.577,7.805,0.585,1.07
cdfg_80/cdfg_2,15,12.628,8.99,17.521,21.85
cdfg_80/cdfg_3,3,6.818,7.355,7.581,11.765
cdfg_80/cdfg_4,20,4.039,10.211,3.86,7.93
cdfg_80/cdfg_5,0,0.204,8.082,0.133,0.36
cdfg_80/cdfg_6,7,5.737,7.965,8.08,9.89
cdfg_80/cdfg_7,19,2.491,8.518,3.17,5.125
cdfg_80/cdfg_8,4,3.115,9.492,4.448,5.85
cdfg_80/cdfg_9,15,0.216,7.588,0.249,0.46
cdfg_80/cdfg_10,14,1.464,8.321,2.149,3.345
cdfg_80/cdfg_11,7,1.752,8.233,1.88,3.37
cdfg_80/cdfg_12,23,2.64,8.279,3.423,5.17
cdfg_80/cdfg_13,24,6.907,8.932,9.998,12.8
cdfg_80/cdfg_14,79,11.042,8.863,17.277,19.63
cdfg_80/cdfg_15,9,10.618,8.588,10.306,18.055
cdfg_80/cdfg_16,24,2.134,7.86,2.525,3.96
cdfg_80/cdfg_17,13,0.88,8.973,1.33,2.2
cdfg_80/cdfg_19,0,0.19,1.604,0.003,0.285
cdfg_80/cdfg_20,17,0.524,8.633,0.642,1.165
cdfg_80/cdfg_21,3,1.253,7.541,1.033,2.36
cdfg_80/cdfg_22,1,0.327,5.257,0.188,0.545
cdfg_80/cdfg_23,14,2.439,8.667,2.756,5.155
cdfg_80/cdfg_24,17,3.664,9.086,4.037,6.775
cdfg_80/cdfg_25,1,0.672,6.42,0.9,1.49
cdfg_80/cdfg_26,0,0.358,7.319,0.102,0.5
cdfg_80/cdfg_27,7,0.892,7.79,0.781,1.675
cdfg_80/cdfg_28,2,0.837,8.433,0.93,1.545
cdfg_80/cdfg_29,4,1.773,8.334,2.782,4.165
cdfg_80/cdfg_30,13,1.633,8.184,2.899,4.405
cdfg_80/cdfg_31,11,0.912,8.226,1.403,1.945
cdfg_80/cdfg_32,21,7.185,7.964,9.773,13.94
cdfg_80/cdfg_33,33,1.5,8.021,1.616,3.135
cdfg_80/cdfg_34,0,0.002,1.633,0.002,0.005
cdfg_80/cdfg_35,0,0.002,1.633,0.002,0.005
cdfg_80/cdfg_36,0,0.176,2.336,0.066,0.255
cdfg_80/cdfg_37,0,1.632,8.461,1.905,2.99
cdfg_80/cdfg_38,0,0.352,7.41,0.562,0.775
cdfg_80/cdfg_39,19,3.069,8.392,3.492,5.825
cdfg_80/cdfg_40,14,3.903,9.101,4.497,7.23
cdfg_80/cdfg_41,6,12.999,8.192,14.755,20.925
cdfg_80/cdfg_42,18,5.772,9.936,9.485,11.375
cdfg_80/cdfg_43,8,1.671,8.714,1.964,3.405
cdfg_80/cdfg_44,14,2.229,8.641,2.38,3.985
cdfg_80/cdfg_45,8,2.007,8.495,1.954,4.07
cdfg_80/cdfg_46,54,3.343,9.019,4.32,6.99
cdfg_80/cdfg_47,28,32.286,9.159,37.132,52.08
cdfg_80/cdfg_48,20,8.432,9.041,11.954,14.69
cdfg_80/cdfg_50,10,0.581,8.12,0.757,1.125
cdfg_80/cdfg_51,9,5.302,8.775,7.473,9.51
cdfg_80/cdfg_52,6,0.664,6.057,0.717,1.33
cdfg_80/cdfg_53,17,2.751,8.395,2.373,4.815
cdfg_80/cdfg_54,0,0.085,0.0,0.0,0.11
cdfg_80/cdfg_55,31,9.943,9.689,12.395,16.96
cdfg_80/cdfg_56,18,1.441,8.566,2.771,3.935
cdfg_80/cdfg_57,27,6.652,9.438,9.442,12.065
cdfg_80/cdfg_58,16,1.452,8.396,1.912,3.07
cdfg_80/cdfg_59,5,1.676,8.706,1.615,3.0
cdfg_80/cdfg_60,3,3.833,8.694,4.391,6.74
cdfg_80/cdfg_61,5,5.002,8.425,7.679,8.86
cdfg_80/cdfg_62,33,7.525,9.528,10.56,13.135
cdfg_80/cdfg_63,0,0.019,0.0,0.0,0.03
cdfg_80/cdfg_64,9,1.948,8.02,2.319,3.835
cdfg_80/cdfg_65,0,0.145,4.35,0.162,0.265
cdfg_80/cdfg_67,3,0.859,8.423,0.505,1.535
cdfg_80/cdfg_68,4,0.821,8.418,0.981,1.58
cdfg_80/cdfg_69,0,0.685,8.037,0.628,1.155
cdfg_80/cdfg_70,22,21.885,8.583,25.179,34.075
cdfg_80/cdfg_71,14,5.724,9.005,6.383,9.305
cdfg_80/cdfg_72,5,0.865,8.379,1.091,2.12
cdfg_80/cdfg_73,30,1.026,7.207,1.583,2.325
cdfg_80/cdfg_74,0,0.377,4.624,0.339,0.625
cdfg_80/cdfg_75,15,6.237,8.394,9.871,11.73
cdfg_80/cdfg_76,14,5.582,8.353,8.063,9.54
cdfg_80/cdfg_77,29,1.764,9.137,2.318,4.255
cdfg_80/cdfg_78,5,1.158,8.713,1.478,2.27
cdfg_80/cdfg_79,15,4.816,8.653,7.465,8.88
cdfg_80/cdfg_80,20,0.523,8.31,0.809,1.325
cdfg_80/cdfg_81,7,13.968,8.457,15.683,22.445
cdfg_80/cdfg_82,66,10.461,9.369,14.495,19.225
cdfg_80/cdfg_83,4,2.752,7.792,3.532,5.355
cdfg_80/cdfg_84,4,0.785,8.232,0.872,1.535
cdfg_80/cdfg_85,7,1.85,8.427,1.838,3.41
cdfg_80/cdfg_86,0,7.327,8.11,10.186,13.93
cdfg_80/cdfg_87,3,1.68,10.535,1.706,2.825
cdfg_80/cdfg_88,4,7.06,7.779,6.166,10.625
cdfg_80/cdfg_89,10,0.856,8.34,1.325,2.115
cdfg_80/cdfg_90,36,8.907,8.396,11.481,15.605
cdfg_80/cdfg_91,23,6.282,8.316,9.6,11.41
cdfg_80/cdfg_92,0,0.002,1.633,0.002,0.005
cdfg_80/cdfg_93,14,16.983,9.124,18.394,28.315
cdfg_80/cdfg_94,16,2.042,7.898,2.56,4.375
cdfg_80/cdfg_95,37,12.944,9.663,17.499,20.975
cdfg_80/cdfg_96,21,0.998,8.704,1.014,1.87
cdfg_80/cdfg_97,35,6.234,8.426,10.231,12.805
cdfg_80/cdfg_98,0,0.123,5.635,0.078,0.17
cdfg_80/cdfg_99,14,10.46,8.137,12.059,17.175
cdfg_80/cdfg_100,16,1.988,10.241,2.002,3.805
cdfg_80/cdfg_101,16,7.148,9.303,9.714,12.82
cdfg_80/cdfg_102,6,2.052,7.688,2.617,4.14
cdfg_80/cdfg_103,4,0.627,6.695,1.684,2.265
cdfg_80/cdfg_104,1,0.318,6.714,0.431,0.58
cdfg_80/cdfg_105,14,6.282,8.38,7.876,10.54
cdfg_80/cdfg_106,19,1.364,9.382,2.031,3.0
cdfg_80/cdfg_107,30,4.722,8.607,5.131,8.785
cdfg_80/cdfg_108,33,1.154,8.818,1.404,2.32
cdfg_80/cdfg_109,14,6.537,8.2,9.719,11.465
cdfg_80/cdfg_110,0,0.002,1.301,0.001,0.005
cdfg_80/cdfg_111,3,6.257,9.518,8.741,11.14
cdfg_80/cdfg_112,13,25.179,9.403,35.168,42.76
cdfg_80/cdfg_113,5,2.012,8.391,2.15,3.695
cdfg_80/cdfg_114,4,1.554,8.477,1.822,2.88
cdfg_80/cdfg_115,0,0.891,5.323,0.983,1.7
cdfg_80/cdfg_116,0,0.36,5.638,0.329,0.65
cdfg_80/cdfg_117,5,1.084,8.155,1.088,1.95
cdfg_80/cdfg_118,4,1.643,8.54,2.325,3.58
cdfg_80/cdfg_119,0,0.47,6.798,0.808,1.14
cdfg_80/cdfg_120,10,1.298,7.583,1.599,2.335
cdfg_80/cdfg_121,4,5.786,8.678,8.53,10.205
cdfg_80/cdfg_122,29,7.585,9.723,11.117,13.995
cdfg_80/cdfg_123,24,6.424,8.304,9.089,11.965
cdfg_80/cdfg_124,18,7.103,9.563,9.909,12.825
cdfg_80/cdfg_125,5,15.107,8.418,17.397,23.99
cdfg_80/cdfg_126,4,0.672,7.968,1.067,1.6
cdfg_80/cdfg_127,18,2.094,9.27,2.381,4.83
cdfg_80/cdfg_128,0,0.086,5.555,0.173,0.21
cdfg_80/cdfg_129,0,0.14,1.815,0.034,0.19
cdfg_80/cdfg_130,2,6.475,10.648,8.287,10.955
cdfg_80/cdfg_131,4,1.789,9.262,1.772,3.445
cdfg_80/cdfg_133,0,2.114,5.967,2.395,3.8
cdfg_80/cdfg_134,0,0.019,0.0,0.0,0.025
cdfg_80/cdfg_135,14,6.155,8.648,9.134,10.78
cdfg_80/cdfg_136,3,1.282,8.666,1.567,2.58
cdfg_80/cdfg_137,26,0.839,9.165,1.28,2.05
cdfg_80/cdfg_138,24,1.622,8.781,2.081,3.225
cdfg_80/cdfg_139,4,0.318,5.368,0.415,0.795
cdfg_80/cdfg_140,2,0.549,8.717,0.549,0.96
cdfg_80/cdfg_141,0,0.018,2.207,0.006,0.03
cdfg_80/cdfg_143,13,4.943,8.624,5.719,8.85
cdfg_80/cdfg_144,5,6.182,7.198,6.69,10.91
cdfg_80/cdfg_145,0,0.481,6.4,0.658,1.07
cdfg_80/cdfg_146,0,0.38,6.087,0.569,0.74
cdfg_80/cdfg_147,0,0.024,1.688,0.011,0.035
cdfg_80/cdfg_148,4,1.587,7.637,1.886,2.995
cdfg_80/cdfg_149,8,1.077,7.43,1.53,2.41
cdfg_80/cdfg_150,38,5.0,9.345,7.125,9.255
cdfg_80/cdfg_151,0,0.461,6.265,0.581,0.92
cdfg_80/cdfg_152,0,13.831,7.817,14.63,22.265
cdfg_80/cdfg_153,4,2.734,8.568,3.386,5.705
cdfg_80/cdfg_155,17,5.326,8.359,8.566,9.93
cdfg_80/cdfg_156,12,6.885,9.21,10.268,11.925
cdfg_80/cdfg_157,3,0.336,6.362,0.422,0.59
cdfg_80/cdfg_158,7,5.903,8.505,6.86,10.475
cdfg_80/cdfg_159,9,7.425,8.479,11.114,13.53
cdfg_80/cdfg_160,8,6.089,9.031,7.617,10.245
cdfg_80/cdfg_161,16,2.038,8.665,1.97,3.76
cdfg_80/cdfg_162,23,30.431,8.923,33.17,49.115
cdfg_80/cdfg_163,2,2.191,9.026,2.339,3.73
cdfg_80/cdfg_164,8,2.034,8.908,2.146,3.405
cdfg_80/cdfg_165,3,1.919,8.985,2.271,3.735
cdfg_80/cdfg_166,5,1.866,8.174,2.74,3.94
cdfg_80/cdfg_167,11,0.83,7.365,1.481,2.53
cdfg_80/cdfg_168,14,3.391,9.284,3.8,6.495
cdfg_80/cdfg_169,6,2.776,8.878,3.1,5.485
cdfg_80/cdfg_170,0,0.002,1.633,0.002,0.005
cdfg_80/cdfg_171,0,8.538,8.545,10.674,15.13
cdfg_80/cdfg_172,4,4.572,8.001,4.523,8.045
cdfg_80/cdfg_173,0,0.009,0.0,0.0,0.02
cdfg_80/cdfg_175,0,1.255,7.832,1.521,2.335
cdfg_80/cdfg_176,16,8.534,8.398,9.092,14.845
cdfg_80/cdfg_177,8,0.263,7.111,0.273,0.61
cdfg_80/cdfg_178,3,1.818,7.491,2.298,3.715
cdfg_80/cdfg_179,31,7.596,8.84,10.534,13.475
cdfg_80/cdfg_180,16,15.23,9.521,17.328,23.04
cdfg_80/cdfg_181,18,2.389,8.847,2.979,4.735
cdfg_80/cdfg_182,1,0.928,8.984,2.064,3.045
cdfg_80/cdfg_183,2,0.638,8.61,0.576,1.155
cdfg_80/cdfg_184,33,8.754,8.457,11.575,15.575
cdfg_80/cdfg_185,38,6.353,8.626,9.473,12.05
cdfg_80/cdfg_186,21,7.706,8.411,10.376,13.565
cdfg_80/cdfg_187,3,0.468,7.609,0.542,0.81
cdfg_80/cdfg_188,25,7.369,9.102,10.174,13.55
cdfg_80/cdfg_189,5,1.285,7.98,1.845,3.115
cdfg_80/cdfg_190,6,3.337,8.307,4.075,6.33
cdfg_80/cdfg_191,0,0.467,6.58,1.25,1.61
cdfg_80/cdfg_192,16,0.325,8.991,0.337,0.645
cdfg_80/cdfg_193,11,5.266,8.671,7.351,9.13
cdfg_80/cdfg_194,14,2.336,8.752,2.845,4.665
cdfg_80/cdfg_195,34,8.232,8.149,11.873,14.97
cdfg_80/cdfg_196,19,6.085,7.803,7.129,11.34
cdfg_80/cdfg_198,4,0.224,7.373,0.742,0.97
cdfg_80/cdfg_199,9,1.421,7.165,2.582,3.665
cdfg_81/cdfg_0,19,7.26,8.414,7.778,14.095
cdfg_81/cdfg_1,0,0.964,6.731,1.095,1.8
cdfg_81/cdfg_2,20,11.053,9.874,13.135,20.06
cdfg_81/cdfg_3,26,11.366,11.716,13.036,18.86
cdfg_81/cdfg_4,1,0.432,6.659,0.464,0.8
cdfg_81/cdfg_5,22,6.404,8.892,10.465,12.485
cdfg_81/cdfg_6,4,6.936,7.034,9.161,11.945
cdfg_81/cdfg_7,0,0.163,4.786,0.299,0.405
cdfg_81/cdfg_8,0,0.409,6.598,0.7,0.935
cdfg_81/cdfg_9,7,0.697,7.634,1.154,1.635
cdfg_81/cdfg_10,15,1.154,7.495,1.577,2.72
cdfg_81/cdfg_11,0,0.556,9.424,0.884,1.225
cdfg_81/cdfg_13,5,0.21,6.168,0.287,0.565
cdfg_81/cdfg_14,8,9.14,9.599,10.945,15.575
cdfg_81/cdfg_15,30,2.669,8.284,2.524,4.97
cdfg_81/cdfg_16,14,5.252,8.526,7.982,9.315
cdfg_81/cdfg_17,26,8.55,8.782,8.312,13.78
cdfg_81/cdfg_18,39,4.933,8.328,4.372,7.96
cdfg_81/cdfg_19,2,0.246,4.984,0.379,0.595
cdfg_81/cdfg_23,7,5.973,8.414,9.192,10.6
cdfg_81/cdfg_24,4,10.903,8.154,12.843,18.205
cdfg_81/cdfg_25,4,0.081,3.768,0.038,0.12
cdfg_81/cdfg_26,0,0.355,6.348,0.778,0.98
cdfg_81/cdfg_27,16,0.66,8.191,0.594,1.285
cdfg_81/cdfg_28,3,2.311,8.406,2.441,4.255
cdfg_81/cdfg_29,4,5.391,8.341,7.813,9.705
cdfg_81/cdfg_30,16,19.835,9.765,26.311,31.62
cdfg_81/cdfg_32,0,0.246,6.458,0.459,0.625
cdfg_81/cdfg_33,12,0.912,7.706,1.092,1.995
cdfg_81/cdfg_34,11,0.648,8.109,0.752,1.475
cdfg_81/cdfg_35,1,0.286,6.338,0.359,0.515
cdfg_81/cdfg_36,8,4.626,7.306,4.306,7.86
cdfg_81/cdfg_37,28,7.231,8.818,6.997,12.59
cdfg_81/cdfg_38,14,5.296,8.568,8.368,10.685
cdfg_81/cdfg_39,23,12.182,8.807,14.543,22.335
cdfg_81/cdfg_40,5,0.558,7.131,0.828,1.12
cdfg_81/cdfg_41,3,1.563,8.591,1.452,3.1
cdfg_81/cdfg_42,30,13.467,9.754,19.027,24.205
cdfg_81/cdfg_43,1,0.036,2.154,0.005,0.055
cdfg_81/cdfg_44,3,4.438,7.835,7.764,7.88
cdfg_81/cdfg_45,41,6.931,9.075,10.83,13.68
cdfg_81/cdfg_46,7,2.193,8.839,1.988,3.735
cdfg_81/cdfg_47,3,2.632,9.025,3.482,5.48
cdfg_81/cdfg_48,0,0.002,1.633,0.002,0.005
cdfg_81/cdfg_49,10,1.261,7.844,1.585,2.77
cdfg_81/cdfg_50,46,8.271,9.733,12.128,15.55
cdfg_81/cdfg_51,32,3.198,9.117,3.69,6.275
cdfg_81/cdfg_52,23,1.834,8.651,2.162,3.645
cdfg_81/cdfg_53,2,0.26,5.692,0.45,0.655
cdfg_81/cdfg_54,15,8.754,9.04,7.503,13.91
cdfg_81/cdfg_55,15,4.824,7.91,8.24,9.625
cdfg_81/cdfg_56,0,0.3,5.873,0.343,0.645
cdfg_81/cdfg_57,10,1.264,9.077,1.81,2.715
cdfg_81/cdfg_58,5,1.888,8.496,1.849,3.1
cdfg_81/cdfg_59,14,2.742,8.388,3.15,5.0
cdfg_81/cdfg_60,17,3.438,8.618,4.105,6.305
cdfg_81/cdfg_61,0,7.011,8.755,9.641,12.435
cdfg_81/cdfg_62,1,0.25,5.898,0.392,0.66
cdfg_81/cdfg_63,3,1.07,8.909,0.819,1.845
cdfg_81/cdfg_65,5,5.489,8.795,7.485,9.575
cdfg_81/cdfg_66,0,0.002,1.633,0.002,0.005
cdfg_81/cdfg_67,3,9.712,7.4,8.286,15.25
cdfg_81/cdfg_68,8,9.517,9.22,10.325,16.07
cdfg_81/cdfg_69,4,1.697,8.093,2.021,3.2
cdfg_81/cdfg_70,11,0.658,8.829,1.13,1.83
cdfg_81/cdfg_71,0,0.691,7.085,1.045,1.495
cdfg_81/cdfg_72,9,0.583,7.198,1.14,1.725
cdfg_81/cdfg_73,15,13.946,9.053,20.356,25.05
cdfg_81/cdfg_74,3,0.44,6.646,1.071,1.485
cdfg_81/cdfg_75,8,0.615,8.82,1.001,1.54
cdfg_81/cdfg_76,4,7.982,8.287,10.873,15.035
cdfg_81/cdfg_77,39,2.686,8.78,4.412,6.6
cdfg_81/cdfg_78,4,1.009,8.376,1.182,1.945
cdfg_81/cdfg_80,35,4.587,9.918,4.457,8.59
cdfg_81/cdfg_81,15,9.542,8.631,13.362,15.735
cdfg_81/cdfg_82,43,9.529,8.859,14.058,17.81
cdfg_81/cdfg_83,31,4.383,8.986,4.408,7.785
cdfg_81/cdfg_84,11,1.418,8.742,2.425,3.315
cdfg_81/cdfg_85,30,4.302,10.31,4.695,8.62
cdfg_81/cdfg_86,0,0.509,8.679,0.293,0.83
cdfg_81/cdfg_87,46,8.297,9.906,9.955,14.055
cdfg_81/cdfg_88,0,1.821,9.348,2.193,3.635
cdfg_81/cdfg_90,0,0.002,0.0,0.0,0.005
cdfg_81/cdfg_91,22,2.587,8.773,2.66,4.635
cdfg_81/cdfg_93,14,7.187,9.392,10.156,12.925
cdfg_81/cdfg_94,0,0.072,5.083,0.145,0.185
cdfg_81/cdfg_95,9,0.872,6.988,1.216,1.905
cdfg_81/cdfg_96,24,5.55,9.435,8.751,10.16
cdfg_81/cdfg_97,8,6.065,9.454,8.756,10.56
cdfg_81/cdfg_98,18,0.307,8.077,0.291,0.69
cdfg_81/cdfg_99,2,0.738,8.528,0.713,1.18
cdfg_81/cdfg_100,1,0.791,8.151,0.984,1.7
cdfg_81/cdfg_101,21,5.073,8.562,8.02,9.4
cdfg_81/cdfg_102,17,3.262,10.016,4.62,8.165
cdfg_81/cdfg_103,34,20.592,8.127,25.961,33.46
cdfg_81/cdfg_104,15,1.078,7.837,1.757,2.35
cdfg_81/cdfg_105,2,1.545,5.95,1.515,2.825
cdfg_81/cdfg_106,46,9.337,10.623,12.031,18.27
cdfg_81/cdfg_107,9,3.095,9.128,2.981,5.005
cdfg_81/cdfg_108,0,0.382,6.198,0.687,1.005
cdfg_81/cdfg_110,5,1.102,9.613,1.226,2.115
cdfg_81/cdfg_111,19,2.358,8.386,3.023,4.92
cdfg_81/cdfg_112,0,0.009,0.0,0.0,0.02
cdfg_81/cdfg_113,0,0.018,2.838,0.068,0.08
cdfg_81/cdfg_114,22,5.448,9.245,5.928,9.15
cdfg_81/cdfg_115,6,7.619,8.628,9.106,12.485
cdfg_81/cdfg_116,3,0.989,9.988,0.716,1.685
cdfg_81/cdfg_117,6,4.503,9.071,7.294,8.07
cdfg_81/cdfg_118,7,0.129,5.093,0.226,0.34
cdfg_81/cdfg_119,0,0.011,2.289,0.001,0.02
cdfg_81/cdfg_120,4,2.869,8.636,2.315,4.715
cdfg_81/cdfg_121,33,2.817,9.094,2.591,4.94
cdfg_81/cdfg_122,0,0.427,4.903,0.702,1.035
cdfg_81/cdfg_123,26,5.961,8.609,9.181,11.39
cdfg_81/cdfg_124,12,0.803,7.283,1.149,2.045
cdfg_81/cdfg_125,54,11.74,9.148,11.609,19.385
cdfg_81/cdfg_126,5,9.913,8.978,12.416,17.085
cdfg_81/cdfg_127,17,2.002,8.416,2.595,4.465
cdfg_81/cdfg_128,10,2.658,8.397,3.596,5.555
cdfg_81/cdfg_129,0,10.836,7.866,14.739,17.51
cdfg_81/cdfg_130,37,26.224,9.886,33.257,41.47
cdfg_81/cdfg_132,43,2.352,9.122,2.457,4.285
cdfg_81/cdfg_133,5,0.82,5.767,1.076,1.79
cdfg_81/cdfg_134,20,2.37,8.439,3.037,5.575
cdfg_81/cdfg_135,5,0.959,7.906,1.682,2.43
cdfg_81/cdfg_136,2,1.778,8.194,2.189,3.24
cdfg_81/cdfg_137,19,1.072,8.275,1.609,2.295
cdfg_81/cdfg_138,1,0.333,6.774,0.492,0.81
cdfg_81/cdfg_139,0,0.303,5.187,0.472,0.665
cdfg_81/cdfg_140,2,10.726,8.393,14.585,18.125
cdfg_81/cdfg_141,2,1.736,8.386,1.854,3.05
cdfg_81/cdfg_143,20,4.819,8.523,7.651,8.82
cdfg_81/cdfg_144,0,0.002,1.633,0.002,0.005
cdfg_81/cdfg_145,18,3.355,9.91,3.87,6.32
cdfg_81/cdfg_146,10,1.511,9.752,1.932,2.95
cdfg_81/cdfg_148,8,1.843,9.462,1.251,3.15
cdfg_81/cdfg_149,9,1.582,8.386,1.828,2.945
cdfg_81/cdfg_150,9,2.641,8.566,3.597,5.53
cdfg_81/cdfg_151,0,0.096,4.871,0.143,0.195
cdfg_81/cdfg_152,0,0.754,7.978,0.844,1.48
cdfg_81/cdfg_153,19,0.476,7.925,0.676,1.275
cdfg_81/cdfg_154,16,3.966,8.264,6.176,7.35
cdfg_81/cdfg_156,16,1.343,8.596,2.513,3.82
cdfg_81/cdfg_157,18,7.062,8.74,9.009,12.415
cdfg_81/cdfg_158,8,1.404,8.534,2.002,3.155
cdfg_81/cdfg_159,1,0.024,1.715,0.034,0.065
cdfg_81/cdfg_160,19,3.492,9.396,4.233,7.48
cdfg_81/cdfg_161,2,8.57,8.529,10.732,15.27
cdfg_81/cdfg_162,20,0.284,7.184,0.359,0.625
cdfg_81/cdfg_163,31,6.336,8.443,7.64,11.57
cdfg_81/cdfg_164,21,5.082,8.472,8.865,9.955
cdfg_81/cdfg_165,38,5.384,8.621,8.514,10.555
cdfg_81/cdfg_167,49,4.029,9.501,4.308,7.71
cdfg_81/cdfg_168,14,7.862,9.398,12.159,13.93
cdfg_81/cdfg_169,9,1.771,8.952,2.165,3.3
cdfg_81/cdfg_170,3,13.484,8.885,17.87,22.485
cdfg_81/cdfg_171,20,9.473,8.855,11.167,16.96
cdfg_81/cdfg_173,0,0.002,1.633,0.002,0.005
cdfg_81/cdfg_174,3,6.222,10.202,9.044,10.915
cdfg_81/cdfg_175,1,0.43,6.512,0.761,1.045
cdfg_81/cdfg_176,1,0.069,2.154,0.005,0.115
cdfg_81/cdfg_178,2,4.608,8.431,5.915,7.575
cdfg_81/cdfg_179,2,0.522,8.524,0.438,0.83
cdfg_81/cdfg_180,54,2.689,8.618,3.068,5.385
cdfg_81/cdfg_181,7,5.98,9.587,5.564,10.12
cdfg_81/cdfg_182,11,2.484,9.186,2.996,4.915
cdfg_81/cdfg_183,7,1.474,8.489,1.419,2.57
cdfg_81/cdfg_184,10,2.184,9.478,1.945,4.04
cdfg_81/cdfg_185,0,0.002,1.633,0.002,0.005
cdfg_81/cdfg_186,6,0.902,7.815,0.935,1.56
cdfg_81/cdfg_187,0,0.023,0.0,0.0,0.04
cdfg_81/cdfg_188,14,4.041,8.0,4.229,7.25
cdfg_81/cdfg_189,37,2.873,9.421,3.991,6.635
cdfg_81/cdfg_190,4,0.86,7.307,1.461,2.31
cdfg_81/cdfg_191,75,5.385,9.593,6.031,10.685
cdfg_81/cdfg_192,3,0.235,8.891,0.321,0.515
cdfg_81/cdfg_193,3,9.573,8.618,9.575,15.77
cdfg_81/cdfg_194,2,1.05,8.42,0.8,1.87
cdfg_81/cdfg_195,2,7.529,8.534,8.316,12.195
cdfg_81/cdfg_196,19,5.59,8.903,8.725,10.77
cdfg_81/cdfg_197,0,0.178,5.406,0.26,0.38
cdfg_81/cdfg_198,12,0.964,7.701,1.791,2.555
cdfg_81/cdfg_199,0,0.389,9.345,0.165,0.635
cdfg_82/cdfg_0,6,1.552,8.323,1.639,2.81
cdfg_82/cdfg_1,13,0.846,7.188,0.926,1.665
cdfg_82/cdfg_2,6,1.651,8.746,2.253,3.58
cdfg_82/cdfg_3,54,4.734,9.812,3.961,7.985
cdfg_82/cdfg_4,1,0.261,5.845,0.393,0.56
cdfg_82/cdfg_5,17,4.849,8.494,8.087,9.83
cdfg_82/cdfg_6,0,0.628,6.79,0.66,1.135
cdfg_82/cdfg_7,15,14.444,9.245,16.724,24.045
cdfg_82/cdfg_8,13,1.247,8.706,1.291,2.435
cdfg_82/cdfg_10,8,2.461,8.171,2.858,4.89
cdfg_82/cdfg_11,2,5.314,9.197,7.272,8.38
cdfg_82/cdfg_13,14,5.554,9.12,8.802,10.94
cdfg_82/cdfg_14,17,6.805,9.164,8.089,12.085
cdfg_82/cdfg_15,36,5.693,9.557,6.188,9.395
cdfg_82/cdfg_16,15,6.123,8.525,7.596,10.5
cdfg_82/cdfg_17,0,0.362,6.534,0.611,0.815
cdfg_82/cdfg_18,20,3.009,9.2,4.353,6.54
cdfg_82/cdfg_19,28,6.756,9.992,10.231,12.69
cdfg_82/cdfg_20,1,0.151,4.71,0.16,0.31
cdfg_82/cdfg_21,0,0.618,7.368,0.679,1.105
cdfg_82/cdfg_22,0,1.567,5.218,1.949,3.045
cdfg_82/cdfg_24,5,7.371,8.627,10.603,13.335
cdfg_82/cdfg_25,22,8.017,9.072,11.132,13.435
cdfg_82/cdfg_27,16,7.303,8.416,10.309,13.105
cdfg_82/cdfg_29,0,0.235,5.794,0.228,0.465
cdfg_82/cdfg_30,4,0.37,6.726,0.393,0.735
cdfg_82/cdfg_31,20,2.03,8.887,2.524,4.21
cdfg_82/cdfg_33,20,16.213,8.965,23.044,27.695
cdfg_82/cdfg_34,21,8.091,8.695,8.231,13.88
cdfg_82/cdfg_35,17,13.892,8.125,19.206,23.975
cdfg_82/cdfg_36,0,0.185,5.187,0.291,0.395
cdfg_82/cdfg_37,19,0.691,7.809,0.746,1.43
cdfg_82/cdfg_38,19,2.101,8.971,2.843,4.36
cdfg_82/cdfg_39,0,0.278,6.777,0.668,0.985
cdfg_82/cdfg_40,18,3.925,9.111,5.077,7.995
cdfg_82/cdfg_41,4,0.041,3.897,0.138,0.205
cdfg_82/cdfg_42,23,6.203,8.399,7.073,10.465
cdfg_82/cdfg_43,7,1.202,8.552,1.23,2.37
cdfg_82/cdfg_44,21,1.261,8.497,1.954,2.74
cdfg_82/cdfg_45,4,4.013,8.304,4.298,5.915
